,Mobile,Title,Rating,Text,Sentiments
869,Samsung Galaxy S10 Plus,No offer,4.0,otp verification work get try register device redeem galaxy bud doesnt give option redeem use number eligible redemtion accept say eligible bud,Netural
870,Samsung Galaxy S10 Plus,"Its a balanced phone....great on all fronts.....the display,sound, performance, battery life 👌",5.0,phone look gorgeous build design top notch display best class amaze contrast colour brightness visibility sunlight perfect great battery life ultra smooth ui physical size perfect handle easily ultra wide lens take great unique shots dynamic range improve previous generation front camera good able match iphone xs max pixel bundle akg headfones sound awesome speaker phone loud sound great call pleasure sufficient loundness mic input earpiece output ultrasonic fingerprint sensor work great sometime miss physical sensor area tiny secure optical indisplay sensor weak point think front camera though good anyone think buy go ahead guy look screen phone exceptional every thing great,Very Positive
871,Samsung Galaxy S10 Plus,Happy for the before time delivery but the phone had a software glitch.,1.0,get phone time th march morning happy early delivery st impression amaze smart switch option convenient transfer content previous galaxy new amaze plus however software update technical glitch entire screen go black white screen possible reverse regular settings reset phone factory reset entire process take hours bitter experience hope problem arise sometime software glitch always samsung fan possess galaxy phone note time experience bite unnerve keep finger cross hope amaze experience go forward,Very Positive
872,Samsung Galaxy S10 Plus,Bad product Samsung s10 plus,5.0,st day mobile dead service centre reopen phone hang problem slow process also face,Negative
873,Samsung Galaxy S10 Plus,First phone from samsung👍👍,4.0,first phone samsung apple x phone great compare display quality camera quality also fast fingerprint face recogintion bite slower iphone xi recommend purchase worth single penny,Positive
874,Samsung Galaxy S10 Plus,Very bad experience with my first Samsung phone...,1.0,buy today pm th march friends mobile shop use hour phone stop work turn even charge try reboot friend tell even show single point screen first samsung phone work hour worst experience ever,Negative
875,Samsung Galaxy S10 Plus,Samsung Galaxy S10 plus #1 Phone of the year,5.0,plus true rounder box tick screen plus design plus camera plus performance plus battery plusoverall samsung galaxy plus great buy great value money second think first samsung phone happy choose phone first thing screen color bright punchy phone beat actually speak phone way less iphone x k india phone near beast finally would say go full confidence great phone hand,Positive
876,Samsung Galaxy S10 Plus,Samsung offer,1.0,product pre book show offer mobile number samsung earbuds,Netural
877,Samsung Galaxy S10 Plus,Excellent Cameras and Performance,5.0,pre order wait impatiently get deliver finally arrive th review base upon approximately days usage display simply awesome first samsung smartphone famed dynamic amoled display disappoint one bite default vibrant set put great punchy colour image wallpaper videos look great undoubtedly one best devices content consumption audio complaints sound clean clear supply akg earbuds add bonus design look deservedly upmarket glass metal body age mental block samsung make flagship galaxy series plastic build last generations anymore positively feel like hold premium product bixby volume rocker key device little play though would great firmer performance smooth hiccup free get little warm time though necessarily heavy task mah battery last around days great cameras casual photographer ask much better image come great plenty detail accurate colour sharpness capable low light compare pixels though try wide angle lenses really useful overall mostly round great experience far hopefully samsung keep update latest software security update intend hold update find come across,Very Positive
878,Samsung Galaxy S10 Plus,Please Read Crefully before buying !,1.0,product delievery late one day issue thank amazon nice pack start screen quality u guy know nobody comoete samsung disolay market apple one plus every repute company use samsung oled display even though see samsung competition best market even though one plus apple use samsung screen samsung provide phone obviously market strategy p use red colour wallpaper best view experience look fingerprint sensor ultrasonic fingerprint sensor map finger rather take image secure latest uldates fast error u install temper glass notice lag relative second battery life people say exynos version bite battery consume provide less screen time sot upload screenshot battery life hours sot think enough p sot screenshot relative sot mean hiw much time screen hours mean use hours depend user user user get hour usage full charge temper phone costly get much cover options go blue beautiful white samsung one ui much better oxygen os one ui u use big phone one hand dark mode dope exynos version power battery efficient snapdragon version difference little wont even notice difference option gb variant suck always expand storage get headphone jack c type otg akg earphones want p one plus pro offer list feature along ufs hz refresh rate option gb ram much cheaper price point use samsung oled pannel truly infinity display selfie camera popup camera check buy samsung brand value samsung pure class popup camera look cheap plus get strong feel sturdiness even see pop time,Positive
879,Samsung Galaxy S10 Plus,No offer,4.0,otp verification work get try register device redeem galaxy bud doesnt give option redeem use number eligible redemtion accept say eligible bud,Netural
880,Samsung Galaxy S10 Plus,"Its a balanced phone....great on all fronts.....the display,sound, performance, battery life 👌",5.0,phone look gorgeous build design top notch display best class amaze contrast colour brightness visibility sunlight perfect great battery life ultra smooth ui physical size perfect handle easily ultra wide lens take great unique shots dynamic range improve previous generation front camera good able match iphone xs max pixel bundle akg headfones sound awesome speaker phone loud sound great call pleasure sufficient loundness mic input earpiece output ultrasonic fingerprint sensor work great sometime miss physical sensor area tiny secure optical indisplay sensor weak point think front camera though good anyone think buy go ahead guy look screen phone exceptional every thing great,Very Positive
881,Samsung Galaxy S10 Plus,Happy for the before time delivery but the phone had a software glitch.,1.0,get phone time th march morning happy early delivery st impression amaze smart switch option convenient transfer content previous galaxy new amaze plus however software update technical glitch entire screen go black white screen possible reverse regular settings reset phone factory reset entire process take hours bitter experience hope problem arise sometime software glitch always samsung fan possess galaxy phone note time experience bite unnerve keep finger cross hope amaze experience go forward,Very Positive
882,Samsung Galaxy S10 Plus,Bad product Samsung s10 plus,5.0,st day mobile dead service centre reopen phone hang problem slow process also face,Negative
883,Samsung Galaxy S10 Plus,First phone from samsung👍👍,4.0,first phone samsung apple x phone great compare display quality camera quality also fast fingerprint face recogintion bite slower iphone xi recommend purchase worth single penny,Positive
884,Samsung Galaxy S10 Plus,Very bad experience with my first Samsung phone...,1.0,buy today pm th march friends mobile shop use hour phone stop work turn even charge try reboot friend tell even show single point screen first samsung phone work hour worst experience ever,Negative
885,Samsung Galaxy S10 Plus,Samsung Galaxy S10 plus #1 Phone of the year,5.0,plus true rounder box tick screen plus design plus camera plus performance plus battery plusoverall samsung galaxy plus great buy great value money second think first samsung phone happy choose phone first thing screen color bright punchy phone beat actually speak phone way less iphone x k india phone near beast finally would say go full confidence great phone hand,Positive
886,Samsung Galaxy S10 Plus,Samsung offer,1.0,product pre book show offer mobile number samsung earbuds,Netural
887,Samsung Galaxy S10 Plus,Excellent Cameras and Performance,5.0,pre order wait impatiently get deliver finally arrive th review base upon approximately days usage display simply awesome first samsung smartphone famed dynamic amoled display disappoint one bite default vibrant set put great punchy colour image wallpaper videos look great undoubtedly one best devices content consumption audio complaints sound clean clear supply akg earbuds add bonus design look deservedly upmarket glass metal body age mental block samsung make flagship galaxy series plastic build last generations anymore positively feel like hold premium product bixby volume rocker key device little play though would great firmer performance smooth hiccup free get little warm time though necessarily heavy task mah battery last around days great cameras casual photographer ask much better image come great plenty detail accurate colour sharpness capable low light compare pixels though try wide angle lenses really useful overall mostly round great experience far hopefully samsung keep update latest software security update intend hold update find come across,Very Positive
888,Samsung Galaxy S10 Plus,Please Read Crefully before buying !,1.0,product delievery late one day issue thank amazon nice pack start screen quality u guy know nobody comoete samsung disolay market apple one plus every repute company use samsung oled display even though see samsung competition best market even though one plus apple use samsung screen samsung provide phone obviously market strategy p use red colour wallpaper best view experience look fingerprint sensor ultrasonic fingerprint sensor map finger rather take image secure latest uldates fast error u install temper glass notice lag relative second battery life people say exynos version bite battery consume provide less screen time sot upload screenshot battery life hours sot think enough p sot screenshot relative sot mean hiw much time screen hours mean use hours depend user user user get hour usage full charge temper phone costly get much cover options go blue beautiful white samsung one ui much better oxygen os one ui u use big phone one hand dark mode dope exynos version power battery efficient snapdragon version difference little wont even notice difference option gb variant suck always expand storage get headphone jack c type otg akg earphones want p one plus pro offer list feature along ufs hz refresh rate option gb ram much cheaper price point use samsung oled pannel truly infinity display selfie camera popup camera check buy samsung brand value samsung pure class popup camera look cheap plus get strong feel sturdiness even see pop time,Positive
889,Samsung Galaxy S10 Plus,No offer,4.0,otp verification work get try register device redeem galaxy bud doesnt give option redeem use number eligible redemtion accept say eligible bud,Netural
890,Samsung Galaxy S10 Plus,"Its a balanced phone....great on all fronts.....the display,sound, performance, battery life 👌",5.0,phone look gorgeous build design top notch display best class amaze contrast colour brightness visibility sunlight perfect great battery life ultra smooth ui physical size perfect handle easily ultra wide lens take great unique shots dynamic range improve previous generation front camera good able match iphone xs max pixel bundle akg headfones sound awesome speaker phone loud sound great call pleasure sufficient loundness mic input earpiece output ultrasonic fingerprint sensor work great sometime miss physical sensor area tiny secure optical indisplay sensor weak point think front camera though good anyone think buy go ahead guy look screen phone exceptional every thing great,Very Positive
891,Samsung Galaxy S10 Plus,Happy for the before time delivery but the phone had a software glitch.,1.0,get phone time th march morning happy early delivery st impression amaze smart switch option convenient transfer content previous galaxy new amaze plus however software update technical glitch entire screen go black white screen possible reverse regular settings reset phone factory reset entire process take hours bitter experience hope problem arise sometime software glitch always samsung fan possess galaxy phone note time experience bite unnerve keep finger cross hope amaze experience go forward,Very Positive
892,Samsung Galaxy S10 Plus,Bad product Samsung s10 plus,5.0,st day mobile dead service centre reopen phone hang problem slow process also face,Negative
893,Samsung Galaxy S10 Plus,First phone from samsung👍👍,4.0,first phone samsung apple x phone great compare display quality camera quality also fast fingerprint face recogintion bite slower iphone xi recommend purchase worth single penny,Positive
894,Samsung Galaxy S10 Plus,Very bad experience with my first Samsung phone...,1.0,buy today pm th march friends mobile shop use hour phone stop work turn even charge try reboot friend tell even show single point screen first samsung phone work hour worst experience ever,Negative
895,Samsung Galaxy S10 Plus,Samsung Galaxy S10 plus #1 Phone of the year,5.0,plus true rounder box tick screen plus design plus camera plus performance plus battery plusoverall samsung galaxy plus great buy great value money second think first samsung phone happy choose phone first thing screen color bright punchy phone beat actually speak phone way less iphone x k india phone near beast finally would say go full confidence great phone hand,Positive
896,Samsung Galaxy S10 Plus,Samsung offer,1.0,product pre book show offer mobile number samsung earbuds,Netural
897,Samsung Galaxy S10 Plus,Excellent Cameras and Performance,5.0,pre order wait impatiently get deliver finally arrive th review base upon approximately days usage display simply awesome first samsung smartphone famed dynamic amoled display disappoint one bite default vibrant set put great punchy colour image wallpaper videos look great undoubtedly one best devices content consumption audio complaints sound clean clear supply akg earbuds add bonus design look deservedly upmarket glass metal body age mental block samsung make flagship galaxy series plastic build last generations anymore positively feel like hold premium product bixby volume rocker key device little play though would great firmer performance smooth hiccup free get little warm time though necessarily heavy task mah battery last around days great cameras casual photographer ask much better image come great plenty detail accurate colour sharpness capable low light compare pixels though try wide angle lenses really useful overall mostly round great experience far hopefully samsung keep update latest software security update intend hold update find come across,Very Positive
898,Samsung Galaxy S10 Plus,Please Read Crefully before buying !,1.0,product delievery late one day issue thank amazon nice pack start screen quality u guy know nobody comoete samsung disolay market apple one plus every repute company use samsung oled display even though see samsung competition best market even though one plus apple use samsung screen samsung provide phone obviously market strategy p use red colour wallpaper best view experience look fingerprint sensor ultrasonic fingerprint sensor map finger rather take image secure latest uldates fast error u install temper glass notice lag relative second battery life people say exynos version bite battery consume provide less screen time sot upload screenshot battery life hours sot think enough p sot screenshot relative sot mean hiw much time screen hours mean use hours depend user user user get hour usage full charge temper phone costly get much cover options go blue beautiful white samsung one ui much better oxygen os one ui u use big phone one hand dark mode dope exynos version power battery efficient snapdragon version difference little wont even notice difference option gb variant suck always expand storage get headphone jack c type otg akg earphones want p one plus pro offer list feature along ufs hz refresh rate option gb ram much cheaper price point use samsung oled pannel truly infinity display selfie camera popup camera check buy samsung brand value samsung pure class popup camera look cheap plus get strong feel sturdiness even see pop time,Positive
899,Samsung Galaxy S10 Plus,No offer,4.0,otp verification work get try register device redeem galaxy bud doesnt give option redeem use number eligible redemtion accept say eligible bud,Netural
900,OnePlus 8 Pro,Be cautious,5.0,phone dark band status bar clearly see photo oneplus pro serious issue display reproduce issue sit dark room lowest brightness possible device,Netural
901,OnePlus 8 Pro,Display Issue,2.0,face display issue low brightness,Netural
902,OnePlus 8 Pro,Phone heats a lot,2.0,use phone day two main problem notice far one video black depth second one adapive light censor worst part low light horrible match half samsung note mobile battery back good far better samsung processor absolutely powerful play pubg great experience lag many time pls oneplus fix lowlight display problem,Very Negative
903,OnePlus 8 Pro,Having display issues,1.0,test device display issue kind felt white color bite warm look like tint effect unit go display settings change calibration advance select amoled wide gamut cool color tone seem good start notice image retention issue visible light gray background test keep full brightness open chrome incognito mode could see home screen icons visible show picture call replacement unfortunately get refund due low stock op prodisappointed lot quality oneplus devices pay k,Positive
904,OnePlus 8 Pro,Dont buy it.Display is not upto the mark,3.0,buy phone first sale june excite phone due hype social media amaze first blaze fast speed hz refresh rate display gorgeous look around th day display issue days half screen would show weird purple tint watch youtube dark mode use chrome apps similar black color whole experience ruin much sell phone loss sure matter buy phone would display issue one way another disappoint urge stay away phone screen calibrate like totally worth hard earn money,Negative
905,OnePlus 8 Pro,A great feature rich phone but has Display issues.,1.0,buy gb gb glacial green variant physically look stun design top notch punch hole camera spoil overall screen experience people say sleek premium look design wise battery life last really long use hz qhd although quite manageable get day mid usage easily come game hardcore gamer game continuously hours let tell phone run ease play pubg quite lot device notice major frame drop hdr graphics extreme frame rat let alone smooth graphics run pubg really smoothly stable frame time would suggest competitive pubg game hz amoled screen breathtaking buttery smooth time certainly best display phone find cameras decent enough nothing fancy let videos stable though come close iphone cameras video shooter might even offer better stabilization iphone videos colour filter camera disable box speakers fairly loud clear good surround experience find dolby sample video gallery play phone speakers see come bad part phone receive use weeks discover image retention issue afterimage anything display period time phone long time display screen even original image pull could see watch youtube videos non fill screen mode videos kind frame visible even game like pubg static elements game like map frame control would visible certain background colour even turn game reset phone see kind improvement check community many people experience issue well hole punch band issue vague dc dim could fix also screen green tint image retention issue could easily turn permanent screen burn really soon return product plan buy phone hope people find review useful organize review experience,Negative
906,OnePlus 8 Pro,Superb,1.0,superb phone little long curve camera speakers quality goodsleek phone color beautiful sound quality excellent crisp sound like u listen head phone u recognize sound background surround without use headphone picture quality also excellent clear hd quality color bright camera mega enlarge image pixel blur camera quality also awesome slow motion ultra wide manvi selfie great,Very Positive
907,OnePlus 8 Pro,"Screen issues,Heating issues,Bad front camera",3.0,oneplus pro screen uniformity issue low brightness see red tint lower part screen first image crush colour third image even normal brightness lot issue phone always stay warm unless sit ac room heat lot even normal usage charge heat lot front camera phone pathetic whatsapp video call worse slight background light fade away detail even default camera app front camera bad back camera decent first time disappoint oneplus think review hype,Negative
908,OnePlus 8 Pro,Worst phone,5.0,waste money go one plus better u buy go series get line front display days,Very Negative
909,OnePlus 8 Pro,Major know issue,1.0,mobile display receive defective display good feature greenish blurry background night time confirm definitely diffective display supply increase brightness minimum previously use oneplus pro never see issue minimum brightness continue eye go blind night time concern suggestion go model love mobile display waste money defective product oneplus company also know issue,Netural
910,OnePlus 8 Pro,Be cautious,5.0,phone dark band status bar clearly see photo oneplus pro serious issue display reproduce issue sit dark room lowest brightness possible device,Netural
911,OnePlus 8 Pro,Display Issue,2.0,face display issue low brightness,Netural
912,OnePlus 8 Pro,Phone heats a lot,2.0,use phone day two main problem notice far one video black depth second one adapive light censor worst part low light horrible match half samsung note mobile battery back good far better samsung processor absolutely powerful play pubg great experience lag many time pls oneplus fix lowlight display problem,Very Negative
913,OnePlus 8 Pro,Having display issues,1.0,test device display issue kind felt white color bite warm look like tint effect unit go display settings change calibration advance select amoled wide gamut cool color tone seem good start notice image retention issue visible light gray background test keep full brightness open chrome incognito mode could see home screen icons visible show picture call replacement unfortunately get refund due low stock op prodisappointed lot quality oneplus devices pay k,Positive
914,OnePlus 8 Pro,Dont buy it.Display is not upto the mark,3.0,buy phone first sale june excite phone due hype social media amaze first blaze fast speed hz refresh rate display gorgeous look around th day display issue days half screen would show weird purple tint watch youtube dark mode use chrome apps similar black color whole experience ruin much sell phone loss sure matter buy phone would display issue one way another disappoint urge stay away phone screen calibrate like totally worth hard earn money,Negative
915,OnePlus 8 Pro,A great feature rich phone but has Display issues.,1.0,buy gb gb glacial green variant physically look stun design top notch punch hole camera spoil overall screen experience people say sleek premium look design wise battery life last really long use hz qhd although quite manageable get day mid usage easily come game hardcore gamer game continuously hours let tell phone run ease play pubg quite lot device notice major frame drop hdr graphics extreme frame rat let alone smooth graphics run pubg really smoothly stable frame time would suggest competitive pubg game hz amoled screen breathtaking buttery smooth time certainly best display phone find cameras decent enough nothing fancy let videos stable though come close iphone cameras video shooter might even offer better stabilization iphone videos colour filter camera disable box speakers fairly loud clear good surround experience find dolby sample video gallery play phone speakers see come bad part phone receive use weeks discover image retention issue afterimage anything display period time phone long time display screen even original image pull could see watch youtube videos non fill screen mode videos kind frame visible even game like pubg static elements game like map frame control would visible certain background colour even turn game reset phone see kind improvement check community many people experience issue well hole punch band issue vague dc dim could fix also screen green tint image retention issue could easily turn permanent screen burn really soon return product plan buy phone hope people find review useful organize review experience,Negative
916,OnePlus 8 Pro,Superb,1.0,superb phone little long curve camera speakers quality goodsleek phone color beautiful sound quality excellent crisp sound like u listen head phone u recognize sound background surround without use headphone picture quality also excellent clear hd quality color bright camera mega enlarge image pixel blur camera quality also awesome slow motion ultra wide manvi selfie great,Very Positive
917,OnePlus 8 Pro,"Screen issues,Heating issues,Bad front camera",3.0,oneplus pro screen uniformity issue low brightness see red tint lower part screen first image crush colour third image even normal brightness lot issue phone always stay warm unless sit ac room heat lot even normal usage charge heat lot front camera phone pathetic whatsapp video call worse slight background light fade away detail even default camera app front camera bad back camera decent first time disappoint oneplus think review hype,Negative
918,OnePlus 8 Pro,Worst phone,5.0,waste money go one plus better u buy go series get line front display days,Very Negative
919,OnePlus 8 Pro,Major know issue,1.0,mobile display receive defective display good feature greenish blurry background night time confirm definitely diffective display supply increase brightness minimum previously use oneplus pro never see issue minimum brightness continue eye go blind night time concern suggestion go model love mobile display waste money defective product oneplus company also know issue,Netural
920,OnePlus 8 Pro,Be cautious,5.0,phone dark band status bar clearly see photo oneplus pro serious issue display reproduce issue sit dark room lowest brightness possible device,Netural
921,OnePlus 8 Pro,Display Issue,2.0,face display issue low brightness,Netural
922,OnePlus 8 Pro,Phone heats a lot,2.0,use phone day two main problem notice far one video black depth second one adapive light censor worst part low light horrible match half samsung note mobile battery back good far better samsung processor absolutely powerful play pubg great experience lag many time pls oneplus fix lowlight display problem,Very Negative
923,OnePlus 8 Pro,Having display issues,1.0,test device display issue kind felt white color bite warm look like tint effect unit go display settings change calibration advance select amoled wide gamut cool color tone seem good start notice image retention issue visible light gray background test keep full brightness open chrome incognito mode could see home screen icons visible show picture call replacement unfortunately get refund due low stock op prodisappointed lot quality oneplus devices pay k,Positive
924,OnePlus 8 Pro,Dont buy it.Display is not upto the mark,3.0,buy phone first sale june excite phone due hype social media amaze first blaze fast speed hz refresh rate display gorgeous look around th day display issue days half screen would show weird purple tint watch youtube dark mode use chrome apps similar black color whole experience ruin much sell phone loss sure matter buy phone would display issue one way another disappoint urge stay away phone screen calibrate like totally worth hard earn money,Negative
925,OnePlus 8 Pro,A great feature rich phone but has Display issues.,1.0,buy gb gb glacial green variant physically look stun design top notch punch hole camera spoil overall screen experience people say sleek premium look design wise battery life last really long use hz qhd although quite manageable get day mid usage easily come game hardcore gamer game continuously hours let tell phone run ease play pubg quite lot device notice major frame drop hdr graphics extreme frame rat let alone smooth graphics run pubg really smoothly stable frame time would suggest competitive pubg game hz amoled screen breathtaking buttery smooth time certainly best display phone find cameras decent enough nothing fancy let videos stable though come close iphone cameras video shooter might even offer better stabilization iphone videos colour filter camera disable box speakers fairly loud clear good surround experience find dolby sample video gallery play phone speakers see come bad part phone receive use weeks discover image retention issue afterimage anything display period time phone long time display screen even original image pull could see watch youtube videos non fill screen mode videos kind frame visible even game like pubg static elements game like map frame control would visible certain background colour even turn game reset phone see kind improvement check community many people experience issue well hole punch band issue vague dc dim could fix also screen green tint image retention issue could easily turn permanent screen burn really soon return product plan buy phone hope people find review useful organize review experience,Negative
926,OnePlus 8 Pro,Superb,1.0,superb phone little long curve camera speakers quality goodsleek phone color beautiful sound quality excellent crisp sound like u listen head phone u recognize sound background surround without use headphone picture quality also excellent clear hd quality color bright camera mega enlarge image pixel blur camera quality also awesome slow motion ultra wide manvi selfie great,Very Positive
927,OnePlus 8 Pro,"Screen issues,Heating issues,Bad front camera",3.0,oneplus pro screen uniformity issue low brightness see red tint lower part screen first image crush colour third image even normal brightness lot issue phone always stay warm unless sit ac room heat lot even normal usage charge heat lot front camera phone pathetic whatsapp video call worse slight background light fade away detail even default camera app front camera bad back camera decent first time disappoint oneplus think review hype,Negative
928,OnePlus 8 Pro,Worst phone,5.0,waste money go one plus better u buy go series get line front display days,Very Negative
929,OnePlus 8 Pro,Major know issue,1.0,mobile display receive defective display good feature greenish blurry background night time confirm definitely diffective display supply increase brightness minimum previously use oneplus pro never see issue minimum brightness continue eye go blind night time concern suggestion go model love mobile display waste money defective product oneplus company also know issue,Netural
930,OnePlus 8 Pro,Be cautious,5.0,phone dark band status bar clearly see photo oneplus pro serious issue display reproduce issue sit dark room lowest brightness possible device,Netural
931,OnePlus 8 Pro,Display Issue,2.0,face display issue low brightness,Netural
932,OnePlus 8 Pro,Phone heats a lot,2.0,use phone day two main problem notice far one video black depth second one adapive light censor worst part low light horrible match half samsung note mobile battery back good far better samsung processor absolutely powerful play pubg great experience lag many time pls oneplus fix lowlight display problem,Very Negative
933,OnePlus 8 Pro,Having display issues,1.0,test device display issue kind felt white color bite warm look like tint effect unit go display settings change calibration advance select amoled wide gamut cool color tone seem good start notice image retention issue visible light gray background test keep full brightness open chrome incognito mode could see home screen icons visible show picture call replacement unfortunately get refund due low stock op prodisappointed lot quality oneplus devices pay k,Positive
934,OnePlus 8 Pro,Dont buy it.Display is not upto the mark,3.0,buy phone first sale june excite phone due hype social media amaze first blaze fast speed hz refresh rate display gorgeous look around th day display issue days half screen would show weird purple tint watch youtube dark mode use chrome apps similar black color whole experience ruin much sell phone loss sure matter buy phone would display issue one way another disappoint urge stay away phone screen calibrate like totally worth hard earn money,Negative
935,OnePlus 8 Pro,A great feature rich phone but has Display issues.,1.0,buy gb gb glacial green variant physically look stun design top notch punch hole camera spoil overall screen experience people say sleek premium look design wise battery life last really long use hz qhd although quite manageable get day mid usage easily come game hardcore gamer game continuously hours let tell phone run ease play pubg quite lot device notice major frame drop hdr graphics extreme frame rat let alone smooth graphics run pubg really smoothly stable frame time would suggest competitive pubg game hz amoled screen breathtaking buttery smooth time certainly best display phone find cameras decent enough nothing fancy let videos stable though come close iphone cameras video shooter might even offer better stabilization iphone videos colour filter camera disable box speakers fairly loud clear good surround experience find dolby sample video gallery play phone speakers see come bad part phone receive use weeks discover image retention issue afterimage anything display period time phone long time display screen even original image pull could see watch youtube videos non fill screen mode videos kind frame visible even game like pubg static elements game like map frame control would visible certain background colour even turn game reset phone see kind improvement check community many people experience issue well hole punch band issue vague dc dim could fix also screen green tint image retention issue could easily turn permanent screen burn really soon return product plan buy phone hope people find review useful organize review experience,Negative
936,OnePlus 8 Pro,Superb,1.0,superb phone little long curve camera speakers quality goodsleek phone color beautiful sound quality excellent crisp sound like u listen head phone u recognize sound background surround without use headphone picture quality also excellent clear hd quality color bright camera mega enlarge image pixel blur camera quality also awesome slow motion ultra wide manvi selfie great,Very Positive
937,OnePlus 8 Pro,"Screen issues,Heating issues,Bad front camera",3.0,oneplus pro screen uniformity issue low brightness see red tint lower part screen first image crush colour third image even normal brightness lot issue phone always stay warm unless sit ac room heat lot even normal usage charge heat lot front camera phone pathetic whatsapp video call worse slight background light fade away detail even default camera app front camera bad back camera decent first time disappoint oneplus think review hype,Negative
938,OnePlus 8 Pro,Worst phone,5.0,waste money go one plus better u buy go series get line front display days,Very Negative
939,OnePlus 8 Pro,Major know issue,1.0,mobile display receive defective display good feature greenish blurry background night time confirm definitely diffective display supply increase brightness minimum previously use oneplus pro never see issue minimum brightness continue eye go blind night time concern suggestion go model love mobile display waste money defective product oneplus company also know issue,Netural
940,OnePlus 8 Pro,Be cautious,5.0,phone dark band status bar clearly see photo oneplus pro serious issue display reproduce issue sit dark room lowest brightness possible device,Netural
941,OnePlus 8 Pro,Display Issue,2.0,face display issue low brightness,Netural
942,OnePlus 8 Pro,Phone heats a lot,2.0,use phone day two main problem notice far one video black depth second one adapive light censor worst part low light horrible match half samsung note mobile battery back good far better samsung processor absolutely powerful play pubg great experience lag many time pls oneplus fix lowlight display problem,Very Negative
943,OnePlus 8 Pro,Having display issues,1.0,test device display issue kind felt white color bite warm look like tint effect unit go display settings change calibration advance select amoled wide gamut cool color tone seem good start notice image retention issue visible light gray background test keep full brightness open chrome incognito mode could see home screen icons visible show picture call replacement unfortunately get refund due low stock op prodisappointed lot quality oneplus devices pay k,Positive
944,OnePlus 8 Pro,Dont buy it.Display is not upto the mark,3.0,buy phone first sale june excite phone due hype social media amaze first blaze fast speed hz refresh rate display gorgeous look around th day display issue days half screen would show weird purple tint watch youtube dark mode use chrome apps similar black color whole experience ruin much sell phone loss sure matter buy phone would display issue one way another disappoint urge stay away phone screen calibrate like totally worth hard earn money,Negative
945,OnePlus 8 Pro,A great feature rich phone but has Display issues.,1.0,buy gb gb glacial green variant physically look stun design top notch punch hole camera spoil overall screen experience people say sleek premium look design wise battery life last really long use hz qhd although quite manageable get day mid usage easily come game hardcore gamer game continuously hours let tell phone run ease play pubg quite lot device notice major frame drop hdr graphics extreme frame rat let alone smooth graphics run pubg really smoothly stable frame time would suggest competitive pubg game hz amoled screen breathtaking buttery smooth time certainly best display phone find cameras decent enough nothing fancy let videos stable though come close iphone cameras video shooter might even offer better stabilization iphone videos colour filter camera disable box speakers fairly loud clear good surround experience find dolby sample video gallery play phone speakers see come bad part phone receive use weeks discover image retention issue afterimage anything display period time phone long time display screen even original image pull could see watch youtube videos non fill screen mode videos kind frame visible even game like pubg static elements game like map frame control would visible certain background colour even turn game reset phone see kind improvement check community many people experience issue well hole punch band issue vague dc dim could fix also screen green tint image retention issue could easily turn permanent screen burn really soon return product plan buy phone hope people find review useful organize review experience,Negative
946,OnePlus 8 Pro,Superb,1.0,superb phone little long curve camera speakers quality goodsleek phone color beautiful sound quality excellent crisp sound like u listen head phone u recognize sound background surround without use headphone picture quality also excellent clear hd quality color bright camera mega enlarge image pixel blur camera quality also awesome slow motion ultra wide manvi selfie great,Very Positive
947,OnePlus 8 Pro,"Screen issues,Heating issues,Bad front camera",3.0,oneplus pro screen uniformity issue low brightness see red tint lower part screen first image crush colour third image even normal brightness lot issue phone always stay warm unless sit ac room heat lot even normal usage charge heat lot front camera phone pathetic whatsapp video call worse slight background light fade away detail even default camera app front camera bad back camera decent first time disappoint oneplus think review hype,Negative
948,OnePlus 8 Pro,Worst phone,5.0,waste money go one plus better u buy go series get line front display days,Very Negative
949,OnePlus 8 Pro,Major know issue,1.0,mobile display receive defective display good feature greenish blurry background night time confirm definitely diffective display supply increase brightness minimum previously use oneplus pro never see issue minimum brightness continue eye go blind night time concern suggestion go model love mobile display waste money defective product oneplus company also know issue,Netural
950,OnePlus 8 Pro,Be cautious,5.0,phone dark band status bar clearly see photo oneplus pro serious issue display reproduce issue sit dark room lowest brightness possible device,Netural
951,OnePlus 8 Pro,Display Issue,2.0,face display issue low brightness,Netural
952,OnePlus 8 Pro,Phone heats a lot,2.0,use phone day two main problem notice far one video black depth second one adapive light censor worst part low light horrible match half samsung note mobile battery back good far better samsung processor absolutely powerful play pubg great experience lag many time pls oneplus fix lowlight display problem,Very Negative
953,OnePlus 8 Pro,Having display issues,1.0,test device display issue kind felt white color bite warm look like tint effect unit go display settings change calibration advance select amoled wide gamut cool color tone seem good start notice image retention issue visible light gray background test keep full brightness open chrome incognito mode could see home screen icons visible show picture call replacement unfortunately get refund due low stock op prodisappointed lot quality oneplus devices pay k,Positive
954,OnePlus 8 Pro,Dont buy it.Display is not upto the mark,3.0,buy phone first sale june excite phone due hype social media amaze first blaze fast speed hz refresh rate display gorgeous look around th day display issue days half screen would show weird purple tint watch youtube dark mode use chrome apps similar black color whole experience ruin much sell phone loss sure matter buy phone would display issue one way another disappoint urge stay away phone screen calibrate like totally worth hard earn money,Negative
